id,img_path,label
3571,E:\ImageQant\data\generated\images\rec_3571.png,0
2960,E:\ImageQant\data\generated\images\rec_2960.png,0
639,E:\ImageQant\data\generated\images\rec_639.png,1
2796,E:\ImageQant\data\generated\images\rec_2796.png,1
2702,E:\ImageQant\data\generated\images\rec_2702.png,1
2943,E:\ImageQant\data\generated\images\rec_2943.png,0
3797,E:\ImageQant\data\generated\images\rec_3797.png,1
3905,E:\ImageQant\data\generated\images\rec_3905.png,0
3869,E:\ImageQant\data\generated\images\rec_3869.png,1
1751,E:\ImageQant\data\generated\images\rec_1751.png,0
3728,E:\ImageQant\data\generated\images\rec_3728.png,0
2847,E:\ImageQant\data\generated\images\rec_2847.png,1
4067,E:\ImageQant\data\generated\images\rec_4067.png,1
1091,E:\ImageQant\data\generated\images\rec_1091.png,1
1007,E:\ImageQant\data\generated\images\rec_1007.png,0
3747,E:\ImageQant\data\generated\images\rec_3747.png,0
3093,E:\ImageQant\data\generated\images\rec_3093.png,0
263,E:\ImageQant\data\generated\images\rec_263.png,0
658,E:\ImageQant\data\generated\images\rec_658.png,0
3309,E:\ImageQant\data\generated\images\rec_3309.png,1
2468,E:\ImageQant\data\generated\images\rec_2468.png,1
1300,E:\ImageQant\data\generated\images\rec_1300.png,1
347,E:\ImageQant\data\generated\images\rec_347.png,0
3981,E:\ImageQant\data\generated\images\rec_3981.png,0
2214,E:\ImageQant\data\generated\images\rec_2214.png,0
2590,E:\ImageQant\data\generated\images\rec_2590.png,1
382,E:\ImageQant\data\generated\images\rec_382.png,0
3792,E:\ImageQant\data\generated\images\rec_3792.png,1
2172,E:\ImageQant\data\generated\images\rec_2172.png,0
2907,E:\ImageQant\data\generated\images\rec_2907.png,0
3263,E:\ImageQant\data\generated\images\rec_3263.png,0
2534,E:\ImageQant\data\generated\images\rec_2534.png,0
2125,E:\ImageQant\data\generated\images\rec_2125.png,1
1227,E:\ImageQant\data\generated\images\rec_1227.png,0
474,E:\ImageQant\data\generated\images\rec_474.png,1
2805,E:\ImageQant\data\generated\images\rec_2805.png,0
1119,E:\ImageQant\data\generated\images\rec_1119.png,0
92,E:\ImageQant\data\generated\images\rec_92.png,1
1675,E:\ImageQant\data\generated\images\rec_1675.png,1
3272,E:\ImageQant\data\generated\images\rec_3272.png,0
668,E:\ImageQant\data\generated\images\rec_668.png,1
2548,E:\ImageQant\data\generated\images\rec_2548.png,0
788,E:\ImageQant\data\generated\images\rec_788.png,1
4184,E:\ImageQant\data\generated\images\rec_4184.png,0
2883,E:\ImageQant\data\generated\images\rec_2883.png,0
1470,E:\ImageQant\data\generated\images\rec_1470.png,0
2736,E:\ImageQant\data\generated\images\rec_2736.png,0
398,E:\ImageQant\data\generated\images\rec_398.png,1
566,E:\ImageQant\data\generated\images\rec_566.png,1
771,E:\ImageQant\data\generated\images\rec_771.png,1
3531,E:\ImageQant\data\generated\images\rec_3531.png,0
1429,E:\ImageQant\data\generated\images\rec_1429.png,0
44,E:\ImageQant\data\generated\images\rec_44.png,1
3875,E:\ImageQant\data\generated\images\rec_3875.png,1
329,E:\ImageQant\data\generated\images\rec_329.png,0
3854,E:\ImageQant\data\generated\images\rec_3854.png,1
883,E:\ImageQant\data\generated\images\rec_883.png,1
2774,E:\ImageQant\data\generated\images\rec_2774.png,0
2038,E:\ImageQant\data\generated\images\rec_2038.png,0
3141,E:\ImageQant\data\generated\images\rec_3141.png,0
2849,E:\ImageQant\data\generated\images\rec_2849.png,0
1863,E:\ImageQant\data\generated\images\rec_1863.png,0
2032,E:\ImageQant\data\generated\images\rec_2032.png,0
4361,E:\ImageQant\data\generated\images\rec_4361.png,0
3089,E:\ImageQant\data\generated\images\rec_3089.png,1
1944,E:\ImageQant\data\generated\images\rec_1944.png,1
3486,E:\ImageQant\data\generated\images\rec_3486.png,0
335,E:\ImageQant\data\generated\images\rec_335.png,0
4291,E:\ImageQant\data\generated\images\rec_4291.png,0
430,E:\ImageQant\data\generated\images\rec_430.png,0
3470,E:\ImageQant\data\generated\images\rec_3470.png,0
699,E:\ImageQant\data\generated\images\rec_699.png,1
1914,E:\ImageQant\data\generated\images\rec_1914.png,0
3515,E:\ImageQant\data\generated\images\rec_3515.png,0
4025,E:\ImageQant\data\generated\images\rec_4025.png,0
390,E:\ImageQant\data\generated\images\rec_390.png,0
1970,E:\ImageQant\data\generated\images\rec_1970.png,0
2006,E:\ImageQant\data\generated\images\rec_2006.png,0
2713,E:\ImageQant\data\generated\images\rec_2713.png,0
1839,E:\ImageQant\data\generated\images\rec_1839.png,0
2695,E:\ImageQant\data\generated\images\rec_2695.png,0
42,E:\ImageQant\data\generated\images\rec_42.png,0
3356,E:\ImageQant\data\generated\images\rec_3356.png,0
2237,E:\ImageQant\data\generated\images\rec_2237.png,1
2084,E:\ImageQant\data\generated\images\rec_2084.png,0
2213,E:\ImageQant\data\generated\images\rec_2213.png,1
3814,E:\ImageQant\data\generated\images\rec_3814.png,0
1377,E:\ImageQant\data\generated\images\rec_1377.png,0
3937,E:\ImageQant\data\generated\images\rec_3937.png,0
1274,E:\ImageQant\data\generated\images\rec_1274.png,0
837,E:\ImageQant\data\generated\images\rec_837.png,0
1817,E:\ImageQant\data\generated\images\rec_1817.png,0
3465,E:\ImageQant\data\generated\images\rec_3465.png,1
3536,E:\ImageQant\data\generated\images\rec_3536.png,1
1281,E:\ImageQant\data\generated\images\rec_1281.png,0
697,E:\ImageQant\data\generated\images\rec_697.png,0
87,E:\ImageQant\data\generated\images\rec_87.png,0
4365,E:\ImageQant\data\generated\images\rec_4365.png,0
3946,E:\ImageQant\data\generated\images\rec_3946.png,0
409,E:\ImageQant\data\generated\images\rec_409.png,1
199,E:\ImageQant\data\generated\images\rec_199.png,0
57,E:\ImageQant\data\generated\images\rec_57.png,1
1815,E:\ImageQant\data\generated\images\rec_1815.png,0
4004,E:\ImageQant\data\generated\images\rec_4004.png,0
931,E:\ImageQant\data\generated\images\rec_931.png,0
1982,E:\ImageQant\data\generated\images\rec_1982.png,0
312,E:\ImageQant\data\generated\images\rec_312.png,0
4047,E:\ImageQant\data\generated\images\rec_4047.png,0
813,E:\ImageQant\data\generated\images\rec_813.png,0
1366,E:\ImageQant\data\generated\images\rec_1366.png,1
3682,E:\ImageQant\data\generated\images\rec_3682.png,1
1514,E:\ImageQant\data\generated\images\rec_1514.png,1
3519,E:\ImageQant\data\generated\images\rec_3519.png,1
105,E:\ImageQant\data\generated\images\rec_105.png,0
1899,E:\ImageQant\data\generated\images\rec_1899.png,0
375,E:\ImageQant\data\generated\images\rec_375.png,0
1956,E:\ImageQant\data\generated\images\rec_1956.png,0
321,E:\ImageQant\data\generated\images\rec_321.png,0
373,E:\ImageQant\data\generated\images\rec_373.png,0
1462,E:\ImageQant\data\generated\images\rec_1462.png,0
2684,E:\ImageQant\data\generated\images\rec_2684.png,1
3186,E:\ImageQant\data\generated\images\rec_3186.png,1
4171,E:\ImageQant\data\generated\images\rec_4171.png,0
1789,E:\ImageQant\data\generated\images\rec_1789.png,0
2066,E:\ImageQant\data\generated\images\rec_2066.png,0
2289,E:\ImageQant\data\generated\images\rec_2289.png,1
3671,E:\ImageQant\data\generated\images\rec_3671.png,0
988,E:\ImageQant\data\generated\images\rec_988.png,1
268,E:\ImageQant\data\generated\images\rec_268.png,0
2905,E:\ImageQant\data\generated\images\rec_2905.png,0
1024,E:\ImageQant\data\generated\images\rec_1024.png,0
1087,E:\ImageQant\data\generated\images\rec_1087.png,0
3784,E:\ImageQant\data\generated\images\rec_3784.png,1
406,E:\ImageQant\data\generated\images\rec_406.png,0
1632,E:\ImageQant\data\generated\images\rec_1632.png,0
1146,E:\ImageQant\data\generated\images\rec_1146.png,0
2998,E:\ImageQant\data\generated\images\rec_2998.png,0
3316,E:\ImageQant\data\generated\images\rec_3316.png,1
2392,E:\ImageQant\data\generated\images\rec_2392.png,0
2030,E:\ImageQant\data\generated\images\rec_2030.png,0
13,E:\ImageQant\data\generated\images\rec_13.png,0
1631,E:\ImageQant\data\generated\images\rec_1631.png,1
3405,E:\ImageQant\data\generated\images\rec_3405.png,0
1820,E:\ImageQant\data\generated\images\rec_1820.png,0
4043,E:\ImageQant\data\generated\images\rec_4043.png,0
252,E:\ImageQant\data\generated\images\rec_252.png,0
1152,E:\ImageQant\data\generated\images\rec_1152.png,0
739,E:\ImageQant\data\generated\images\rec_739.png,1
3158,E:\ImageQant\data\generated\images\rec_3158.png,0
2749,E:\ImageQant\data\generated\images\rec_2749.png,1
3635,E:\ImageQant\data\generated\images\rec_3635.png,0
563,E:\ImageQant\data\generated\images\rec_563.png,0
308,E:\ImageQant\data\generated\images\rec_308.png,0
1575,E:\ImageQant\data\generated\images\rec_1575.png,0
672,E:\ImageQant\data\generated\images\rec_672.png,0
743,E:\ImageQant\data\generated\images\rec_743.png,1
2498,E:\ImageQant\data\generated\images\rec_2498.png,1
3893,E:\ImageQant\data\generated\images\rec_3893.png,1
4302,E:\ImageQant\data\generated\images\rec_4302.png,1
1257,E:\ImageQant\data\generated\images\rec_1257.png,0
1762,E:\ImageQant\data\generated\images\rec_1762.png,0
2235,E:\ImageQant\data\generated\images\rec_2235.png,0
1238,E:\ImageQant\data\generated\images\rec_1238.png,0
3821,E:\ImageQant\data\generated\images\rec_3821.png,1
2541,E:\ImageQant\data\generated\images\rec_2541.png,1
4410,E:\ImageQant\data\generated\images\rec_4410.png,0
4016,E:\ImageQant\data\generated\images\rec_4016.png,1
592,E:\ImageQant\data\generated\images\rec_592.png,0
847,E:\ImageQant\data\generated\images\rec_847.png,0
2462,E:\ImageQant\data\generated\images\rec_2462.png,1
503,E:\ImageQant\data\generated\images\rec_503.png,1
2837,E:\ImageQant\data\generated\images\rec_2837.png,0
1781,E:\ImageQant\data\generated\images\rec_1781.png,0
2316,E:\ImageQant\data\generated\images\rec_2316.png,1
2582,E:\ImageQant\data\generated\images\rec_2582.png,0
820,E:\ImageQant\data\generated\images\rec_820.png,0
1006,E:\ImageQant\data\generated\images\rec_1006.png,0
228,E:\ImageQant\data\generated\images\rec_228.png,1
3377,E:\ImageQant\data\generated\images\rec_3377.png,0
3755,E:\ImageQant\data\generated\images\rec_3755.png,1
1892,E:\ImageQant\data\generated\images\rec_1892.png,1
1554,E:\ImageQant\data\generated\images\rec_1554.png,0
1893,E:\ImageQant\data\generated\images\rec_1893.png,0
1049,E:\ImageQant\data\generated\images\rec_1049.png,0
2984,E:\ImageQant\data\generated\images\rec_2984.png,0
2919,E:\ImageQant\data\generated\images\rec_2919.png,1
77,E:\ImageQant\data\generated\images\rec_77.png,0
4007,E:\ImageQant\data\generated\images\rec_4007.png,1
2638,E:\ImageQant\data\generated\images\rec_2638.png,0
3344,E:\ImageQant\data\generated\images\rec_3344.png,1
196,E:\ImageQant\data\generated\images\rec_196.png,0
2103,E:\ImageQant\data\generated\images\rec_2103.png,1
1289,E:\ImageQant\data\generated\images\rec_1289.png,0
2264,E:\ImageQant\data\generated\images\rec_2264.png,0
3453,E:\ImageQant\data\generated\images\rec_3453.png,0
2293,E:\ImageQant\data\generated\images\rec_2293.png,0
3321,E:\ImageQant\data\generated\images\rec_3321.png,1
982,E:\ImageQant\data\generated\images\rec_982.png,0
608,E:\ImageQant\data\generated\images\rec_608.png,1
2087,E:\ImageQant\data\generated\images\rec_2087.png,1
2908,E:\ImageQant\data\generated\images\rec_2908.png,0
1438,E:\ImageQant\data\generated\images\rec_1438.png,0
3567,E:\ImageQant\data\generated\images\rec_3567.png,0
2204,E:\ImageQant\data\generated\images\rec_2204.png,0
1880,E:\ImageQant\data\generated\images\rec_1880.png,0
2760,E:\ImageQant\data\generated\images\rec_2760.png,1
3958,E:\ImageQant\data\generated\images\rec_3958.png,0
3850,E:\ImageQant\data\generated\images\rec_3850.png,1
2382,E:\ImageQant\data\generated\images\rec_2382.png,1
1990,E:\ImageQant\data\generated\images\rec_1990.png,0
903,E:\ImageQant\data\generated\images\rec_903.png,0
785,E:\ImageQant\data\generated\images\rec_785.png,0
3874,E:\ImageQant\data\generated\images\rec_3874.png,1
1280,E:\ImageQant\data\generated\images\rec_1280.png,0
2439,E:\ImageQant\data\generated\images\rec_2439.png,1
447,E:\ImageQant\data\generated\images\rec_447.png,1
2981,E:\ImageQant\data\generated\images\rec_2981.png,0
2371,E:\ImageQant\data\generated\images\rec_2371.png,0
4106,E:\ImageQant\data\generated\images\rec_4106.png,0
3891,E:\ImageQant\data\generated\images\rec_3891.png,0
797,E:\ImageQant\data\generated\images\rec_797.png,0
3013,E:\ImageQant\data\generated\images\rec_3013.png,0
3674,E:\ImageQant\data\generated\images\rec_3674.png,0
1304,E:\ImageQant\data\generated\images\rec_1304.png,0
634,E:\ImageQant\data\generated\images\rec_634.png,0
758,E:\ImageQant\data\generated\images\rec_758.png,0
3883,E:\ImageQant\data\generated\images\rec_3883.png,0
2762,E:\ImageQant\data\generated\images\rec_2762.png,0
3730,E:\ImageQant\data\generated\images\rec_3730.png,0
3192,E:\ImageQant\data\generated\images\rec_3192.png,0
3605,E:\ImageQant\data\generated\images\rec_3605.png,0
61,E:\ImageQant\data\generated\images\rec_61.png,0
3150,E:\ImageQant\data\generated\images\rec_3150.png,0
1755,E:\ImageQant\data\generated\images\rec_1755.png,0
877,E:\ImageQant\data\generated\images\rec_877.png,1
3040,E:\ImageQant\data\generated\images\rec_3040.png,1
2112,E:\ImageQant\data\generated\images\rec_2112.png,0
2652,E:\ImageQant\data\generated\images\rec_2652.png,0
723,E:\ImageQant\data\generated\images\rec_723.png,1
2023,E:\ImageQant\data\generated\images\rec_2023.png,0
2026,E:\ImageQant\data\generated\images\rec_2026.png,0
3990,E:\ImageQant\data\generated\images\rec_3990.png,0
700,E:\ImageQant\data\generated\images\rec_700.png,0
135,E:\ImageQant\data\generated\images\rec_135.png,1
3807,E:\ImageQant\data\generated\images\rec_3807.png,0
3472,E:\ImageQant\data\generated\images\rec_3472.png,1
1612,E:\ImageQant\data\generated\images\rec_1612.png,0
3287,E:\ImageQant\data\generated\images\rec_3287.png,1
4334,E:\ImageQant\data\generated\images\rec_4334.png,0
472,E:\ImageQant\data\generated\images\rec_472.png,1
3291,E:\ImageQant\data\generated\images\rec_3291.png,1
1309,E:\ImageQant\data\generated\images\rec_1309.png,0
3311,E:\ImageQant\data\generated\images\rec_3311.png,1
74,E:\ImageQant\data\generated\images\rec_74.png,0
149,E:\ImageQant\data\generated\images\rec_149.png,0
4259,E:\ImageQant\data\generated\images\rec_4259.png,1
1752,E:\ImageQant\data\generated\images\rec_1752.png,0
1618,E:\ImageQant\data\generated\images\rec_1618.png,1
1928,E:\ImageQant\data\generated\images\rec_1928.png,0
3759,E:\ImageQant\data\generated\images\rec_3759.png,1
4198,E:\ImageQant\data\generated\images\rec_4198.png,0
3152,E:\ImageQant\data\generated\images\rec_3152.png,0
1814,E:\ImageQant\data\generated\images\rec_1814.png,1
713,E:\ImageQant\data\generated\images\rec_713.png,0
4165,E:\ImageQant\data\generated\images\rec_4165.png,0
4380,E:\ImageQant\data\generated\images\rec_4380.png,1
767,E:\ImageQant\data\generated\images\rec_767.png,0
1673,E:\ImageQant\data\generated\images\rec_1673.png,0
3483,E:\ImageQant\data\generated\images\rec_3483.png,1
1073,E:\ImageQant\data\generated\images\rec_1073.png,0
3357,E:\ImageQant\data\generated\images\rec_3357.png,1
3783,E:\ImageQant\data\generated\images\rec_3783.png,0
740,E:\ImageQant\data\generated\images\rec_740.png,1
1445,E:\ImageQant\data\generated\images\rec_1445.png,1
2785,E:\ImageQant\data\generated\images\rec_2785.png,0
3448,E:\ImageQant\data\generated\images\rec_3448.png,0
1258,E:\ImageQant\data\generated\images\rec_1258.png,0
1556,E:\ImageQant\data\generated\images\rec_1556.png,1
3154,E:\ImageQant\data\generated\images\rec_3154.png,0
2926,E:\ImageQant\data\generated\images\rec_2926.png,0
101,E:\ImageQant\data\generated\images\rec_101.png,0
159,E:\ImageQant\data\generated\images\rec_159.png,0
2328,E:\ImageQant\data\generated\images\rec_2328.png,0
2110,E:\ImageQant\data\generated\images\rec_2110.png,0
2189,E:\ImageQant\data\generated\images\rec_2189.png,1
3915,E:\ImageQant\data\generated\images\rec_3915.png,0
421,E:\ImageQant\data\generated\images\rec_421.png,0
1538,E:\ImageQant\data\generated\images\rec_1538.png,1
2045,E:\ImageQant\data\generated\images\rec_2045.png,0
2887,E:\ImageQant\data\generated\images\rec_2887.png,0
3951,E:\ImageQant\data\generated\images\rec_3951.png,1
932,E:\ImageQant\data\generated\images\rec_932.png,0
2411,E:\ImageQant\data\generated\images\rec_2411.png,1
1460,E:\ImageQant\data\generated\images\rec_1460.png,1
2755,E:\ImageQant\data\generated\images\rec_2755.png,0
4347,E:\ImageQant\data\generated\images\rec_4347.png,1
815,E:\ImageQant\data\generated\images\rec_815.png,0
1980,E:\ImageQant\data\generated\images\rec_1980.png,0
143,E:\ImageQant\data\generated\images\rec_143.png,0
2707,E:\ImageQant\data\generated\images\rec_2707.png,1
876,E:\ImageQant\data\generated\images\rec_876.png,1
863,E:\ImageQant\data\generated\images\rec_863.png,1
2569,E:\ImageQant\data\generated\images\rec_2569.png,0
1130,E:\ImageQant\data\generated\images\rec_1130.png,0
2769,E:\ImageQant\data\generated\images\rec_2769.png,1
2080,E:\ImageQant\data\generated\images\rec_2080.png,0
1154,E:\ImageQant\data\generated\images\rec_1154.png,0
2931,E:\ImageQant\data\generated\images\rec_2931.png,1
418,E:\ImageQant\data\generated\images\rec_418.png,0
2614,E:\ImageQant\data\generated\images\rec_2614.png,1
3952,E:\ImageQant\data\generated\images\rec_3952.png,0
2070,E:\ImageQant\data\generated\images\rec_2070.png,0
1145,E:\ImageQant\data\generated\images\rec_1145.png,0
1937,E:\ImageQant\data\generated\images\rec_1937.png,0
1194,E:\ImageQant\data\generated\images\rec_1194.png,0
3068,E:\ImageQant\data\generated\images\rec_3068.png,0
3029,E:\ImageQant\data\generated\images\rec_3029.png,0
1371,E:\ImageQant\data\generated\images\rec_1371.png,0
1190,E:\ImageQant\data\generated\images\rec_1190.png,1
2314,E:\ImageQant\data\generated\images\rec_2314.png,0
38,E:\ImageQant\data\generated\images\rec_38.png,0
2640,E:\ImageQant\data\generated\images\rec_2640.png,1
4405,E:\ImageQant\data\generated\images\rec_4405.png,0
290,E:\ImageQant\data\generated\images\rec_290.png,0
991,E:\ImageQant\data\generated\images\rec_991.png,0
3278,E:\ImageQant\data\generated\images\rec_3278.png,1
2285,E:\ImageQant\data\generated\images\rec_2285.png,1
1163,E:\ImageQant\data\generated\images\rec_1163.png,0
414,E:\ImageQant\data\generated\images\rec_414.png,0
237,E:\ImageQant\data\generated\images\rec_237.png,0
3714,E:\ImageQant\data\generated\images\rec_3714.png,1
1020,E:\ImageQant\data\generated\images\rec_1020.png,0
3410,E:\ImageQant\data\generated\images\rec_3410.png,0
4170,E:\ImageQant\data\generated\images\rec_4170.png,0
2727,E:\ImageQant\data\generated\images\rec_2727.png,0
4330,E:\ImageQant\data\generated\images\rec_4330.png,1
121,E:\ImageQant\data\generated\images\rec_121.png,0
1686,E:\ImageQant\data\generated\images\rec_1686.png,0
1353,E:\ImageQant\data\generated\images\rec_1353.png,1
1030,E:\ImageQant\data\generated\images\rec_1030.png,0
3553,E:\ImageQant\data\generated\images\rec_3553.png,1
4072,E:\ImageQant\data\generated\images\rec_4072.png,0
3993,E:\ImageQant\data\generated\images\rec_3993.png,0
1319,E:\ImageQant\data\generated\images\rec_1319.png,0
3918,E:\ImageQant\data\generated\images\rec_3918.png,0
3267,E:\ImageQant\data\generated\images\rec_3267.png,0
671,E:\ImageQant\data\generated\images\rec_671.png,1
1694,E:\ImageQant\data\generated\images\rec_1694.png,1
4247,E:\ImageQant\data\generated\images\rec_4247.png,0
5,E:\ImageQant\data\generated\images\rec_5.png,0
1681,E:\ImageQant\data\generated\images\rec_1681.png,0
3379,E:\ImageQant\data\generated\images\rec_3379.png,0
76,E:\ImageQant\data\generated\images\rec_76.png,1
3061,E:\ImageQant\data\generated\images\rec_3061.png,1
2167,E:\ImageQant\data\generated\images\rec_2167.png,0
1116,E:\ImageQant\data\generated\images\rec_1116.png,1
2308,E:\ImageQant\data\generated\images\rec_2308.png,1
3933,E:\ImageQant\data\generated\images\rec_3933.png,0
2842,E:\ImageQant\data\generated\images\rec_2842.png,0
3584,E:\ImageQant\data\generated\images\rec_3584.png,0
461,E:\ImageQant\data\generated\images\rec_461.png,0
861,E:\ImageQant\data\generated\images\rec_861.png,1
3848,E:\ImageQant\data\generated\images\rec_3848.png,1
2929,E:\ImageQant\data\generated\images\rec_2929.png,0
4091,E:\ImageQant\data\generated\images\rec_4091.png,1
2831,E:\ImageQant\data\generated\images\rec_2831.png,0
656,E:\ImageQant\data\generated\images\rec_656.png,0
2282,E:\ImageQant\data\generated\images\rec_2282.png,1
1772,E:\ImageQant\data\generated\images\rec_1772.png,0
174,E:\ImageQant\data\generated\images\rec_174.png,1
498,E:\ImageQant\data\generated\images\rec_498.png,0
399,E:\ImageQant\data\generated\images\rec_399.png,1
132,E:\ImageQant\data\generated\images\rec_132.png,0
1480,E:\ImageQant\data\generated\images\rec_1480.png,1
2881,E:\ImageQant\data\generated\images\rec_2881.png,0
3063,E:\ImageQant\data\generated\images\rec_3063.png,0
118,E:\ImageQant\data\generated\images\rec_118.png,0
3343,E:\ImageQant\data\generated\images\rec_3343.png,0
3491,E:\ImageQant\data\generated\images\rec_3491.png,1
64,E:\ImageQant\data\generated\images\rec_64.png,0
990,E:\ImageQant\data\generated\images\rec_990.png,0
3190,E:\ImageQant\data\generated\images\rec_3190.png,1
773,E:\ImageQant\data\generated\images\rec_773.png,0
2625,E:\ImageQant\data\generated\images\rec_2625.png,1
1910,E:\ImageQant\data\generated\images\rec_1910.png,0
2398,E:\ImageQant\data\generated\images\rec_2398.png,0
1653,E:\ImageQant\data\generated\images\rec_1653.png,0
4172,E:\ImageQant\data\generated\images\rec_4172.png,0
1986,E:\ImageQant\data\generated\images\rec_1986.png,0
1827,E:\ImageQant\data\generated\images\rec_1827.png,0
2826,E:\ImageQant\data\generated\images\rec_2826.png,0
1455,E:\ImageQant\data\generated\images\rec_1455.png,1
978,E:\ImageQant\data\generated\images\rec_978.png,1
504,E:\ImageQant\data\generated\images\rec_504.png,0
917,E:\ImageQant\data\generated\images\rec_917.png,1
1915,E:\ImageQant\data\generated\images\rec_1915.png,0
2111,E:\ImageQant\data\generated\images\rec_2111.png,0
1908,E:\ImageQant\data\generated\images\rec_1908.png,0
3464,E:\ImageQant\data\generated\images\rec_3464.png,0
1748,E:\ImageQant\data\generated\images\rec_1748.png,1
2550,E:\ImageQant\data\generated\images\rec_2550.png,0
1552,E:\ImageQant\data\generated\images\rec_1552.png,0
989,E:\ImageQant\data\generated\images\rec_989.png,1
3716,E:\ImageQant\data\generated\images\rec_3716.png,1
1078,E:\ImageQant\data\generated\images\rec_1078.png,1
2521,E:\ImageQant\data\generated\images\rec_2521.png,0
1052,E:\ImageQant\data\generated\images\rec_1052.png,1
200,E:\ImageQant\data\generated\images\rec_200.png,0
2722,E:\ImageQant\data\generated\images\rec_2722.png,0
549,E:\ImageQant\data\generated\images\rec_549.png,0
2650,E:\ImageQant\data\generated\images\rec_2650.png,0
4051,E:\ImageQant\data\generated\images\rec_4051.png,0
479,E:\ImageQant\data\generated\images\rec_479.png,0
3195,E:\ImageQant\data\generated\images\rec_3195.png,1
4079,E:\ImageQant\data\generated\images\rec_4079.png,0
3963,E:\ImageQant\data\generated\images\rec_3963.png,0
1236,E:\ImageQant\data\generated\images\rec_1236.png,0
4010,E:\ImageQant\data\generated\images\rec_4010.png,1
3070,E:\ImageQant\data\generated\images\rec_3070.png,0
194,E:\ImageQant\data\generated\images\rec_194.png,0
3336,E:\ImageQant\data\generated\images\rec_3336.png,1
4275,E:\ImageQant\data\generated\images\rec_4275.png,0
198,E:\ImageQant\data\generated\images\rec_198.png,0
3763,E:\ImageQant\data\generated\images\rec_3763.png,0
157,E:\ImageQant\data\generated\images\rec_157.png,0
2827,E:\ImageQant\data\generated\images\rec_2827.png,0
3078,E:\ImageQant\data\generated\images\rec_3078.png,0
3238,E:\ImageQant\data\generated\images\rec_3238.png,0
3749,E:\ImageQant\data\generated\images\rec_3749.png,0
1468,E:\ImageQant\data\generated\images\rec_1468.png,0
3103,E:\ImageQant\data\generated\images\rec_3103.png,1
1900,E:\ImageQant\data\generated\images\rec_1900.png,0
3367,E:\ImageQant\data\generated\images\rec_3367.png,0
3703,E:\ImageQant\data\generated\images\rec_3703.png,1
4046,E:\ImageQant\data\generated\images\rec_4046.png,0
3234,E:\ImageQant\data\generated\images\rec_3234.png,0
3171,E:\ImageQant\data\generated\images\rec_3171.png,1
600,E:\ImageQant\data\generated\images\rec_600.png,1
2348,E:\ImageQant\data\generated\images\rec_2348.png,1
1379,E:\ImageQant\data\generated\images\rec_1379.png,1
2862,E:\ImageQant\data\generated\images\rec_2862.png,0
3409,E:\ImageQant\data\generated\images\rec_3409.png,0
3156,E:\ImageQant\data\generated\images\rec_3156.png,0
3698,E:\ImageQant\data\generated\images\rec_3698.png,0
4293,E:\ImageQant\data\generated\images\rec_4293.png,1
2247,E:\ImageQant\data\generated\images\rec_2247.png,0
339,E:\ImageQant\data\generated\images\rec_339.png,0
1424,E:\ImageQant\data\generated\images\rec_1424.png,0
637,E:\ImageQant\data\generated\images\rec_637.png,0
811,E:\ImageQant\data\generated\images\rec_811.png,0
1933,E:\ImageQant\data\generated\images\rec_1933.png,0
4371,E:\ImageQant\data\generated\images\rec_4371.png,0
